s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
Time,"Temp_00","Temp_01","Temp_02","Temp_03","Temp_04","Temp_05","Temp_06","Temp_07","Temp_08","Temp_09","Temp_10","Temp_11","Temp_12","Temp_13","Temp_15","Temp_18","Temp_19","Temp_21","Temp_24","Temp_25","Temp_27","Temp_30","Temp_31","Temp_32","Temp_33","Temp_36","Temp_37","Temp_39","Temp_42","Temp_43","Temp_44","Temp_45","Temp_46","Temp_47","Temp_48","Temp_49","Temp_50","Temp_51","Temp_52","Temp_53","Temp_14","Temp_16","Temp_17","Temp_20","Temp_22","Temp_23","Temp_26","Temp_28","Temp_29","Temp_34","Temp_35","Temp_38","Temp_40","Temp_41","Temp_54","Temp_55"
 2.0426927E+001, 2.2227454E+001, 2.1996833E+001, 2.1997788E+001, 2.2549689E+001, 2.2435444E+001, 2.4583037E+001, 2.1853434E+001, 2.1771169E+001, 2.1756442E+001, 2.2143064E+001, 2.2601082E+001, 2.2692369E+001, 2.2060451E+001, 2.1468746E+001, 2.1807061E+001, 2.2010589E+001, 2.1940014E+001, 2.5317422E+001, 2.2187267E+001, 2.6371661E+001, 2.6738398E+001, 2.5400104E+001, 2.6166790E+001, 2.5939047E+001, 2.4728429E+001, 2.5380843E+001, 2.4618274E+001, 5.7141171E+001, 2.2356764E+001, 3.3461968E+001, 2.1888805E+001, 3.2653757E+001, 2.1943501E+001, 2.1909503E+001, 2.4448063E+001, 1.9206091E+001, 2.5522615E+001, 8.8964401E+002, 2.2688086E+001, 2.1976536E+001, 2.1931845E+001, 2.1917897E+001, 2.1942159E+001, 2.1948423E+001, 2.2097190E+001, 2.2154671E+001, 2.2123978E+001, 2.1996886E+001, 2.2018388E+001, 2.5527232E+001, 2.2261664E+001, 2.3105582E+001, 2.2029265E+001, 2.4230161E+001, 2.2941173E+001, 2.5859905E+001
 2.0727311E+001, 2.2316539E+001, 2.2000854E+001, 2.1997744E+001, 2.2559198E+001, 2.2495232E+001, 2.4560539E+001, 2.1817736E+001, 2.1717496E+001, 2.1736534E+001, 2.2244614E+001, 2.2633351E+001, 2.2654909E+001, 2.2074016E+001, 2.1452750E+001, 2.1827478E+001, 2.2013262E+001, 2.1965998E+001, 2.6317362E+001, 2.2198817E+001, 2.6169281E+001, 2.8946814E+001, 2.5484341E+001, 2.5810138E+001, 2.5851696E+001, 2.4543212E+001, 2.6183758E+001, 2.4849078E+001, 5.3949401E+001, 2.2335062E+001, 3.3695862E+001, 2.1926892E+001, 3.3098578E+001, 2.1961518E+001, 2.1912089E+001, 2.4392171E+001, 1.9450543E+001, 2.5513239E+001, 8.8821213E+002, 2.2766935E+001, 2.1982385E+001, 2.1930967E+001, 2.1924550E+001, 2.1942980E+001, 2.1970686E+001, 2.2129281E+001, 2.2197820E+001, 2.2184190E+001, 2.1996375E+001, 2.2042433E+001, 2.4992575E+001, 2.2262983E+001, 2.3572779E+001, 2.2034583E+001, 2.4499279E+001, 2.3167071E+001, 2.5595242E+001
 2.1043482E+001, 2.2437116E+001, 2.2007256E+001, 2.1997725E+001, 2.2575357E+001, 2.2538787E+001, 2.4552089E+001, 2.1786804E+001, 2.1671263E+001, 2.1728432E+001, 2.2369810E+001, 2.2671798E+001, 2.2642827E+001, 2.2114068E+001, 2.1452306E+001, 2.1848015E+001, 2.2016512E+001, 2.2010449E+001, 2.8403485E+001, 2.2237123E+001, 2.6034088E+001, 3.1305163E+001, 2.5542648E+001, 2.5457669E+001, 2.5712130E+001, 2.4380490E+001, 2.6887843E+001, 2.5370772E+001, 5.1027035E+001, 2.2306710E+001, 3.4075322E+001, 2.1968806E+001, 3.3568454E+001, 2.1980328E+001, 2.1915166E+001, 2.4315458E+001, 1.9661887E+001, 2.5499096E+001, 8.8513927E+002, 2.2851263E+001, 2.1985488E+001, 2.1930337E+001, 2.1931206E+001, 2.1942721E+001, 2.1989434E+001, 2.2159616E+001, 2.2238813E+001, 2.2245276E+001, 2.1995996E+001, 2.2065706E+001, 2.4420068E+001, 2.2255784E+001, 2.4444525E+001, 2.2041358E+001, 2.4751944E+001, 2.3426710E+001, 2.5291223E+001
 2.1314486E+001, 2.2589367E+001, 2.2016610E+001, 2.1997738E+001, 2.2598233E+001, 2.2567471E+001, 2.4544519E+001, 2.1765183E+001, 2.1643146E+001, 2.1725404E+001, 2.2524183E+001, 2.2708225E+001, 2.2644689E+001, 2.2189185E+001, 2.1549258E+001, 2.1867673E+001, 2.2020256E+001, 2.2065607E+001, 3.1455030E+001, 2.2294546E+001, 2.5944835E+001, 3.3381111E+001, 2.5582503E+001, 2.5226037E+001, 2.5487261E+001, 2.4268006E+001, 2.7216746E+001, 2.5849023E+001, 4.9369540E+001, 2.2266216E+001, 3.4556901E+001, 2.2015724E+001, 3.4057881E+001, 2.1998564E+001, 2.1918302E+001, 2.4209363E+001, 1.9849288E+001, 2.5481437E+001, 8.7705979E+002, 2.2945230E+001, 2.1985919E+001, 2.1930020E+001, 2.1937077E+001, 2.1942123E+001, 2.2001030E+001, 2.2186187E+001, 2.2275101E+001, 2.2300292E+001, 2.1995562E+001, 2.2085681E+001, 2.3879810E+001, 2.2240049E+001, 2.5663163E+001, 2.2049850E+001, 2.4994968E+001, 2.3710523E+001, 2.5106526E+001
 2.1626306E+001, 2.2770354E+001, 2.2030226E+001, 2.1997835E+001, 2.2628825E+001, 2.2595241E+001, 2.4531296E+001, 2.1749934E+001, 2.1632722E+001, 2.1721498E+001, 2.2729800E+001, 2.2738298E+001, 2.2654639E+001, 2.2293257E+001, 2.1669055E+001, 2.1886993E+001, 2.2024675E+001, 2.2131613E+001, 3.5145372E+001, 2.2384260E+001, 2.5874948E+001, 3.5057587E+001, 2.5598959E+001, 2.5064872E+001, 2.5221189E+001, 2.4221868E+001, 2.7292936E+001, 2.5698119E+001, 4.8870929E+001, 2.2211430E+001, 3.4962489E+001, 2.2072177E+001, 3.4602425E+001, 2.2016466E+001, 2.1921276E+001, 2.4064311E+001, 2.0050784E+001, 2.5459751E+001, 8.6993073E+002, 2.3056850E+001, 2.1985597E+001, 2.1929963E+001, 2.1941969E+001, 2.1941455E+001, 2.2005156E+001, 2.2209491E+001, 2.2306925E+001, 2.2347145E+001, 2.1995067E+001, 2.2102330E+001, 2.3405344E+001, 2.2215151E+001, 2.7261997E+001, 2.2061539E+001, 2.5239385E+001, 2.4032990E+001, 2.5069305E+001
 2.1947955E+001, 2.3009961E+001, 2.2051294E+001, 2.1998150E+001, 2.2670447E+001, 2.2635780E+001, 2.4517519E+001, 2.1732501E+001, 2.1633933E+001, 2.1715446E+001, 2.2987694E+001, 2.2758844E+001, 2.2670811E+001, 2.2418350E+001, 2.1774339E+001, 2.1907477E+001, 2.2030823E+001, 2.2216327E+001, 3.8821445E+001, 2.2490854E+001, 2.5808594E+001, 3.6479974E+001, 2.5595278E+001, 2.4940473E+001, 2.4920835E+001, 2.4210341E+001, 2.7337735E+001, 2.4999538E+001, 4.9039501E+001, 2.2139126E+001, 3.5353610E+001, 2.2149311E+001, 3.5222340E+001, 2.2034892E+001, 2.1924222E+001, 2.3871675E+001, 2.0257218E+001, 2.5431993E+001, 8.5742934E+002, 2.3179631E+001, 2.1984860E+001, 2.1930086E+001, 2.1945862E+001, 2.1940770E+001, 2.2007671E+001, 2.2231281E+001, 2.2335146E+001, 2.2388167E+001, 2.1994466E+001, 2.2116155E+001, 2.3001709E+001, 2.2183057E+001, 2.9052792E+001, 2.2079735E+001, 2.5502125E+001, 2.4426075E+001, 2.5086212E+001
 2.2203333E+001, 2.3280902E+001, 2.2077384E+001, 2.1998835E+001, 2.2714929E+001, 2.2686159E+001, 2.4502148E+001, 2.1710077E+001, 2.1643946E+001, 2.1707446E+001, 2.3208463E+001, 2.2764908E+001, 2.2688160E+001, 2.2539691E+001, 2.1851260E+001, 2.1925117E+001, 2.2042372E+001, 2.2306275E+001, 4.1411737E+001, 2.2556240E+001, 2.5748333E+001, 3.7468225E+001, 2.5568861E+001, 2.4886946E+001, 2.4720490E+001, 2.4221938E+001, 2.7390472E+001, 2.4417063E+001, 4.9464035E+001, 2.2054482E+001, 3.5550925E+001, 2.2259379E+001, 3.5750982E+001, 2.2049442E+001, 2.1926585E+001, 2.3641081E+001, 2.0408966E+001, 2.5403811E+001, 8.4694292E+002, 2.3278654E+001, 2.1983707E+001, 2.1930376E+001, 2.1948408E+001, 2.1940200E+001, 2.2008929E+001, 2.2248211E+001, 2.2353838E+001, 2.2416376E+001, 2.1993869E+001, 2.2124000E+001, 2.2832831E+001, 2.2149765E+001, 3.0628419E+001, 2.2103041E+001, 2.5730766E+001, 2.4814229E+001, 2.5109379E+001
 2.2533071E+001, 2.3647888E+001, 2.2111203E+001, 2.2000238E+001, 2.2763970E+001, 2.2757308E+001, 2.4486852E+001, 2.1682491E+001, 2.1663772E+001, 2.1700535E+001, 2.3376297E+001, 2.2762265E+001, 2.2709424E+001, 2.2676330E+001, 2.1911725E+001, 2.1941105E+001, 2.2063803E+001, 2.2400743E+001, 4.3184218E+001, 2.2584987E+001, 2.5668148E+001, 3.8230688E+001, 2.5520773E+001, 2.4902981E+001, 2.4595728E+001, 2.4247397E+001, 2.7510749E+001, 2.4109385E+001, 4.9710174E+001, 2.1975588E+001, 3.5371671E+001, 2.2495270E+001, 3.6223928E+001, 2.2061331E+001, 2.1928644E+001, 2.3397477E+001, 2.0563352E+001, 2.5373417E+001, 8.3600634E+002, 2.3366398E+001, 2.1981983E+001, 2.1930958E+001, 2.1950353E+001, 2.1939655E+001, 2.2008978E+001, 2.2262641E+001, 2.2363931E+001, 2.2439685E+001, 2.1993177E+001, 2.2126708E+001, 2.2821765E+001, 2.2122004E+001, 3.2048569E+001, 2.2134850E+001, 2.5926385E+001, 2.5252262E+001, 2.5165001E+001
 2.2841966E+001, 2.4138482E+001, 2.2156065E+001, 2.2002776E+001, 2.2820855E+001, 2.2872105E+001, 2.4468872E+001, 2.1640038E+001, 2.1698709E+001, 2.1695661E+001, 2.3503523E+001, 2.2764735E+001, 2.2733644E+001, 2.2846069E+001, 2.1966593E+001, 2.1956885E+001, 2.2095669E+001, 2.2505897E+001, 4.4541737E+001, 2.2578915E+001, 2.5485202E+001, 3.8873215E+001, 2.5459595E+001, 2.5002037E+001, 2.4531577E+001, 2.4286839E+001, 2.7637765E+001, 2.4006140E+001, 4.9591086E+001, 2.1911159E+001, 3.4688977E+001, 2.2809696E+001, 3.6798397E+001, 2.2072471E+001, 2.1930768E+001, 2.3169194E+001, 2.0721005E+001, 2.5341837E+001, 8.2729476E+002, 2.3457507E+001, 2.1979458E+001, 2.1931982E+001, 2.1951962E+001, 2.1939027E+001, 2.2007680E+001, 2.2276008E+001, 2.2362980E+001, 2.2462106E+001, 2.1991856E+001, 2.2126572E+001, 2.2904768E+001, 2.2101184E+001, 3.3170954E+001, 2.2180495E+001, 2.6079543E+001, 2.5779159E+001, 2.5275375E+001
 2.3106732E+001, 2.4599619E+001, 2.2202183E+001, 2.2006169E+001, 2.2875262E+001, 2.3007844E+001, 2.4443398E+001, 2.1599677E+001, 2.1738591E+001, 2.1693454E+001, 2.3558569E+001, 2.2780282E+001, 2.2752019E+001, 2.3004907E+001, 2.2008195E+001, 2.1969081E+001, 2.2127607E+001, 2.2591406E+001, 4.5296272E+001, 2.2562319E+001, 2.5239828E+001, 3.9298891E+001, 2.5401272E+001, 2.5154002E+001, 2.4549109E+001, 2.4328297E+001, 2.7662889E+001, 2.4361633E+001, 4.9265270E+001, 2.1877735E+001, 3.3330258E+001, 2.3017706E+001, 3.7476898E+001, 2.2080648E+001, 2.1932197E+001, 2.3008472E+001, 2.0860000E+001, 2.5316227E+001, 8.2397325E+002, 2.3537917E+001, 2.1976558E+001, 2.1933249E+001, 2.1953025E+001, 2.1938366E+001, 2.1998626E+001, 2.2286247E+001, 2.2353466E+001, 2.2476440E+001, 2.1990237E+001, 2.2125486E+001, 2.2977016E+001, 2.2088371E+001, 3.3807917E+001, 2.2233626E+001, 2.6115706E+001, 2.6267379E+001, 2.5371439E+001
 2.3415627E+001, 2.5013509E+001, 2.2250979E+001, 2.2011084E+001, 2.2934556E+001, 2.3160763E+001, 2.4417255E+001, 2.1567557E+001, 2.1782330E+001, 2.1692786E+001, 2.3551771E+001, 2.2816207E+001, 2.2769546E+001, 2.3161084E+001, 2.2043075E+001, 2.1978985E+001, 2.2161967E+001, 2.2659283E+001, 4.5609667E+001, 2.2532600E+001, 2.4970335E+001, 3.9554367E+001, 2.5338271E+001, 2.5241099E+001, 2.4612105E+001, 2.4358257E+001, 2.7674238E+001, 2.5685359E+001, 4.8758659E+001, 2.1865521E+001, 3.1663226E+001, 2.3080396E+001, 3.8209524E+001, 2.2086981E+001, 2.1932864E+001, 2.2894841E+001, 2.0983063E+001, 2.5289575E+001, 8.2164710E+002, 2.3614013E+001, 2.1969131E+001, 2.1934765E+001, 2.1953804E+001, 2.1937601E+001, 2.1966973E+001, 2.2294519E+001, 2.2340328E+001, 2.2480811E+001, 2.1988591E+001, 2.2123331E+001, 2.2859351E+001, 2.2075389E+001, 3.4127093E+001, 2.2303151E+001, 2.6057456E+001, 2.6654074E+001, 2.5415660E+001
 2.3706870E+001, 2.5403306E+001, 2.2301879E+001, 2.2018567E+001, 2.3003067E+001, 2.3324287E+001, 2.4390595E+001, 2.1544106E+001, 2.1827599E+001, 2.1695070E+001, 2.3494805E+001, 2.2874232E+001, 2.2811447E+001, 2.3318302E+001, 2.2072794E+001, 2.1985044E+001, 2.2200077E+001, 2.2707203E+001, 4.5618853E+001, 2.2463279E+001, 2.4737231E+001, 3.9641121E+001, 2.5261266E+001, 2.5188250E+001, 2.4731071E+001, 2.4365380E+001, 2.7712580E+001, 2.8452915E+001, 4.7933839E+001, 2.1870031E+001, 3.0198817E+001, 2.3013627E+001, 3.8803528E+001, 2.2093318E+001, 2.1933014E+001, 2.2819709E+001, 2.1084700E+001, 2.5256952E+001, 8.2052354E+002, 2.3688968E+001, 2.1949235E+001, 2.1936469E+001, 2.1954390E+001, 2.1936777E+001, 2.1915767E+001, 2.2300868E+001, 2.2321585E+001, 2.2474644E+001, 2.1987011E+001, 2.2119995E+001, 2.2610870E+001, 2.2054630E+001, 3.4200498E+001, 2.2392077E+001, 2.5965625E+001, 2.6829939E+001, 2.5420760E+001
 2.4025643E+001, 2.5755357E+001, 2.2349118E+001, 2.2029429E+001, 2.3075433E+001, 2.3480038E+001, 2.4359250E+001, 2.1533940E+001, 2.1869083E+001, 2.1702598E+001, 2.3401495E+001, 2.2954643E+001, 2.2899104E+001, 2.3459964E+001, 2.2095973E+001, 2.1985071E+001, 2.2238317E+001, 2.2737419E+001, 4.5444385E+001, 2.2397884E+001, 2.4597177E+001, 3.9538875E+001, 2.5163008E+001, 2.5070689E+001, 2.4895992E+001, 2.4316675E+001, 2.7776187E+001, 3.2080020E+001, 4.6905891E+001, 2.1885615E+001, 2.9217340E+001, 2.2890225E+001, 3.9093411E+001, 2.2098571E+001, 2.1932795E+001, 2.2779415E+001, 2.1160701E+001, 2.5219127E+001, 8.2164021E+002, 2.3757144E+001, 2.1912729E+001, 2.1938256E+001, 2.1954774E+001, 2.1936154E+001, 2.1855661E+001, 2.2301792E+001, 2.2298054E+001, 2.2461492E+001, 2.1985635E+001, 2.2115817E+001, 2.2397862E+001, 2.2021805E+001, 3.4070504E+001, 2.2490006E+001, 2.5869824E+001, 2.6796420E+001, 2.5402362E+001
 2.4316403E+001, 2.6055997E+001, 2.2391716E+001, 2.2044483E+001, 2.3147507E+001, 2.3624978E+001, 2.4327014E+001, 2.1536789E+001, 2.1903649E+001, 2.1715378E+001, 2.3297970E+001, 2.3062700E+001, 2.3004335E+001, 2.3580627E+001, 2.2115505E+001, 2.1982483E+001, 2.2274373E+001, 2.2765002E+001, 4.5286057E+001, 2.2343023E+001, 2.4576120E+001, 3.9242908E+001, 2.5047015E+001, 2.4972755E+001, 2.5076745E+001, 2.4237798E+001, 2.7846717E+001, 3.2565653E+001, 4.5870536E+001, 2.1901854E+001, 2.8469518E+001, 2.2806371E+001, 3.8934162E+001, 2.2099809E+001, 2.1932441E+001, 2.2759483E+001, 2.1209401E+001, 2.5174414E+001, 8.1914412E+002, 2.3815555E+001, 2.1860969E+001, 2.1940019E+001, 2.1954943E+001, 2.1935777E+001, 2.1791132E+001, 2.2298991E+001, 2.2273300E+001, 2.2427388E+001, 2.1984453E+001, 2.2111035E+001, 2.2154810E+001, 2.1976268E+001, 3.3762423E+001, 2.2586538E+001, 2.5739771E+001, 2.6628330E+001, 2.5366893E+001
 2.4628762E+001, 2.6281100E+001, 2.2430515E+001, 2.2064741E+001, 2.3217469E+001, 2.3748623E+001, 2.4289907E+001, 2.1544619E+001, 2.1931304E+001, 2.1732717E+001, 2.3200300E+001, 2.3193825E+001, 2.3119256E+001, 2.3678052E+001, 2.2134585E+001, 2.1975532E+001, 2.2309109E+001, 2.2794143E+001, 4.5308452E+001, 2.2276698E+001, 2.4663562E+001, 3.8720281E+001, 2.4942870E+001, 2.4980464E+001, 2.5221176E+001, 2.4132708E+001, 2.7896628E+001, 3.1086317E+001, 4.4935717E+001, 2.1916673E+001, 2.7916897E+001, 2.2755416E+001, 3.7260315E+001, 2.2096369E+001, 2.1931999E+001, 2.2752607E+001, 2.1234429E+001, 2.5121807E+001, 8.1159163E+002, 2.3860545E+001, 2.1804456E+001, 2.1941600E+001, 2.1954832E+001, 2.1935466E+001, 2.1722971E+001, 2.2295799E+001, 2.2241781E+001, 2.2364518E+001, 2.1983458E+001, 2.2102687E+001, 2.2072152E+001, 2.1920195E+001, 3.3474208E+001, 2.2675563E+001, 2.5564294E+001, 2.6428440E+001, 2.5324946E+001
 2.4927306E+001, 2.6433228E+001, 2.2467137E+001, 2.2091272E+001, 2.3286262E+001, 2.3844854E+001, 2.4248532E+001, 2.1557319E+001, 2.1955156E+001, 2.1753905E+001, 2.3097046E+001, 2.3339187E+001, 2.3250316E+001, 2.3758574E+001, 2.2155468E+001, 2.1976234E+001, 2.2344268E+001, 2.2837571E+001, 4.5493363E+001, 2.2212293E+001, 2.4806092E+001, 3.7941645E+001, 2.4859185E+001, 2.5140165E+001, 2.5333994E+001, 2.3996827E+001, 2.7907816E+001, 3.0473549E+001, 4.4310231E+001, 2.1929206E+001, 2.7607829E+001, 2.2717391E+001, 3.4147357E+001, 2.2085678E+001, 2.1931423E+001, 2.2758221E+001, 2.1234731E+001, 2.5063396E+001, 8.0077410E+002, 2.3892999E+001, 2.1743070E+001, 2.1942870E+001, 2.1954342E+001, 2.1935540E+001, 2.1650095E+001, 2.2296061E+001, 2.2201017E+001, 2.2283627E+001, 2.1982656E+001, 2.2089828E+001, 2.2534323E+001, 2.1849479E+001, 3.3255751E+001, 2.2754550E+001, 2.5364594E+001, 2.6207609E+001, 2.5301654E+001
 2.5222333E+001, 2.6517165E+001, 2.2499530E+001, 2.2121685E+001, 2.3347002E+001, 2.3912827E+001, 2.4211659E+001, 2.1583943E+001, 2.1979208E+001, 2.1776312E+001, 2.2991080E+001, 2.3477982E+001, 2.3410054E+001, 2.3821008E+001, 2.2174891E+001, 2.1987075E+001, 2.2378057E+001, 2.2878386E+001, 4.5715212E+001, 2.2162554E+001, 2.4976950E+001, 3.7044802E+001, 2.4795312E+001, 2.5370057E+001, 2.5445360E+001, 2.3853801E+001, 2.7887168E+001, 3.0494298E+001, 4.4173197E+001, 2.1934641E+001, 2.7395102E+001, 2.2678428E+001, 3.1476598E+001, 2.2071739E+001, 2.1930679E+001, 2.2760353E+001, 2.1213928E+001, 2.5009556E+001, 7.8780113E+002, 2.3912340E+001, 2.1672880E+001, 2.1943669E+001, 2.1953409E+001, 2.1936066E+001, 2.1580033E+001, 2.2301602E+001, 2.2156469E+001, 2.2195155E+001, 2.1982116E+001, 2.2077779E+001, 2.3372385E+001, 2.1771495E+001, 3.3125532E+001, 2.2815270E+001, 2.5178674E+001, 2.5973373E+001, 2.5297038E+001
 2.5518186E+001, 2.6555137E+001, 2.2533332E+001, 2.2156746E+001, 2.3404026E+001, 2.3965963E+001, 2.4187091E+001, 2.1618439E+001, 2.1996163E+001, 2.1802612E+001, 2.2887837E+001, 2.3630720E+001, 2.3602164E+001, 2.3875217E+001, 2.2197293E+001, 2.2006970E+001, 2.2412622E+001, 2.2916732E+001, 4.5899183E+001, 2.2126073E+001, 2.5241909E+001, 3.6083006E+001, 2.4741791E+001, 2.5779093E+001, 2.5662727E+001, 2.3708747E+001, 2.7849708E+001, 3.0394044E+001, 4.4371386E+001, 2.1933261E+001, 2.7078897E+001, 2.2630877E+001, 2.9731204E+001, 2.2054269E+001, 2.1929939E+001, 2.2756474E+001, 2.1170217E+001, 2.4951210E+001, 7.7665073E+002, 2.3922455E+001, 2.1589130E+001, 2.1944155E+001, 2.1951988E+001, 2.1936753E+001, 2.1507867E+001, 2.2313167E+001, 2.2109347E+001, 2.2079322E+001, 2.1981668E+001, 2.2067379E+001, 2.4252642E+001, 2.1691725E+001, 3.2993978E+001, 2.2869573E+001, 2.4972440E+001, 2.5759547E+001, 2.5301356E+001
 2.5838693E+001, 2.6547923E+001, 2.2573134E+001, 2.2195835E+001, 2.3467233E+001, 2.4010151E+001, 2.4189811E+001, 2.1653917E+001, 2.2001501E+001, 2.1834415E+001, 2.2797943E+001, 2.3805746E+001, 2.3804656E+001, 2.3917639E+001, 2.2229451E+001, 2.2038887E+001, 2.2447450E+001, 2.2956880E+001, 4.6055358E+001, 2.2102971E+001, 2.5409228E+001, 3.5173023E+001, 2.4704966E+001, 2.6538940E+001, 2.5910498E+001, 2.3600857E+001, 2.7802668E+001, 2.9548028E+001, 4.4813412E+001, 2.1923751E+001, 2.6755769E+001, 2.2586788E+001, 2.8828137E+001, 2.2042930E+001, 2.1928685E+001, 2.2750944E+001, 2.1104396E+001, 2.4885743E+001, 7.7437594E+002, 2.3923270E+001, 2.1495410E+001, 2.1944557E+001, 2.1950003E+001, 2.1937584E+001, 2.1430628E+001, 2.2331666E+001, 2.2060179E+001, 2.1941781E+001, 2.1981273E+001, 2.2057810E+001, 2.4905123E+001, 2.1619146E+001, 3.2834348E+001, 2.2923917E+001, 2.4740696E+001, 2.5574786E+001, 2.5312044E+001
 2.6136315E+001, 2.6514573E+001, 2.2620212E+001, 2.2234342E+001, 2.3534021E+001, 2.4048218E+001, 2.4199327E+001, 2.1686187E+001, 2.2008261E+001, 2.1868531E+001, 2.2728945E+001, 2.3948839E+001, 2.3965156E+001, 2.3944020E+001, 2.2273876E+001, 2.2141677E+001, 2.2481570E+001, 2.2998428E+001, 4.6229989E+001, 2.2093521E+001, 2.5393205E+001, 3.4424587E+001, 2.4703415E+001, 2.7521759E+001, 2.6114222E+001, 2.3546983E+001, 2.7752738E+001, 2.8387823E+001, 4.5476440E+001, 2.1908445E+001, 2.6529028E+001, 2.2568450E+001, 2.8462637E+001, 2.2040732E+001, 2.1926349E+001, 2.2742920E+001, 2.1036056E+001, 2.4837907E+001, 7.7375999E+002, 2.3914499E+001, 2.1410927E+001, 2.1945425E+001, 2.1945510E+001, 2.1938533E+001, 2.1340186E+001, 2.2354684E+001, 2.2005047E+001, 2.1811306E+001, 2.1980951E+001, 2.2050338E+001, 2.5236788E+001, 2.1556310E+001, 3.2486311E+001, 2.2979661E+001, 2.4531126E+001, 2.5427098E+001, 2.5321481E+001
 2.6428374E+001, 2.6475705E+001, 2.2674422E+001, 2.2269268E+001, 2.3598772E+001, 2.4085016E+001, 2.4210727E+001, 2.1714015E+001, 2.2006009E+001, 2.1901982E+001, 2.2680884E+001, 2.4035677E+001, 2.4081506E+001, 2.3957683E+001, 2.2332762E+001, 2.2317002E+001, 2.2514738E+001, 2.3038150E+001, 4.6371859E+001, 2.2099469E+001, 2.5375068E+001, 3.3807422E+001, 2.4721101E+001, 2.8149560E+001, 2.6243124E+001, 2.3525273E+001, 2.7645088E+001, 2.7403580E+001, 4.6279652E+001, 2.1892364E+001, 2.6562619E+001, 2.2593944E+001, 2.8444446E+001, 2.2043812E+001, 2.1923312E+001, 2.2725387E+001, 2.0972634E+001, 2.4793375E+001, 7.7182672E+002, 2.3898252E+001, 2.1343125E+001, 2.1947038E+001, 2.1937917E+001, 2.1939606E+001, 2.1241160E+001, 2.2377617E+001, 2.1943890E+001, 2.1705234E+001, 2.1980692E+001, 2.2045471E+001, 2.5119816E+001, 2.1502793E+001, 3.1702757E+001, 2.3039840E+001, 2.4374657E+001, 2.5306742E+001, 2.5320155E+001
 2.6720434E+001, 2.6417208E+001, 2.2738830E+001, 2.2300287E+001, 2.3662516E+001, 2.4124453E+001, 2.4223298E+001, 2.1738443E+001, 2.1989105E+001, 2.1933751E+001, 2.2644435E+001, 2.4094952E+001, 2.4147557E+001, 2.3965840E+001, 2.2397645E+001, 2.2540980E+001, 2.2548605E+001, 2.3074543E+001, 4.6439480E+001, 2.2108690E+001, 2.5330703E+001, 3.3236117E+001, 2.4735832E+001, 2.8288919E+001, 2.6284894E+001, 2.3516063E+001, 2.7466803E+001, 2.6529126E+001, 4.7096212E+001, 2.1872838E+001, 2.6799492E+001, 2.2670199E+001, 2.8599325E+001, 2.2046205E+001, 2.1919216E+001, 2.2687866E+001, 2.0908809E+001, 2.4747000E+001, 7.6661186E+002, 2.3875996E+001, 2.1287557E+001, 2.1949095E+001, 2.1926702E+001, 2.1940878E+001, 2.1151641E+001, 2.2399701E+001, 2.1884861E+001, 2.1619660E+001, 2.1980457E+001, 2.2041119E+001, 2.4493221E+001, 2.1455638E+001, 3.0692363E+001, 2.3109618E+001, 2.4258237E+001, 2.5196761E+001, 2.5307678E+001
 2.7012493E+001, 2.6302968E+001, 2.2819307E+001, 2.2327466E+001, 2.3721949E+001, 2.4165358E+001, 2.4235508E+001, 2.1759646E+001, 2.1917275E+001, 2.1961636E+001, 2.2614308E+001, 2.4144310E+001, 2.4153742E+001, 2.3982839E+001, 2.2458152E+001, 2.2829160E+001, 2.2583790E+001, 2.3112044E+001, 4.6483285E+001, 2.2111103E+001, 2.5311224E+001, 3.2697865E+001, 2.4742217E+001, 2.8026658E+001, 2.6309769E+001, 2.3532852E+001, 2.7237183E+001, 2.5690076E+001, 4.7857700E+001, 2.1835948E+001, 2.7051173E+001, 2.2798965E+001, 2.8839585E+001, 2.2053351E+001, 2.1914764E+001, 2.2603371E+001, 2.0842323E+001, 2.4697356E+001, 7.5797954E+002, 2.3847747E+001, 2.1242428E+001, 2.1951651E+001, 2.1914919E+001, 2.1942401E+001, 2.1076959E+001, 2.2420626E+001, 2.1838168E+001, 2.1548349E+001, 2.1980207E+001, 2.2037078E+001, 2.3863406E+001, 2.1411942E+001, 2.9790895E+001, 2.3190494E+001, 2.4166043E+001, 2.5120935E+001, 2.5286658E+001
